model1_loss,model2_loss
0.92003405,0.6466325
0.93068117,0.64847744
0.9427715,0.74350023
0.93391794,0.7202713
0.91856796,0.6760463
0.027477972,0.31893653
0.9566855,0.72430235
0.93310523,0.69183075
0.0406439,0.3326276
0.040266618,0.35211304
0.034787655,0.34952107
0.0480954,0.34960273
0.9605264,0.6913088
0.039065607,0.30594695
0.035210688,0.3718439
0.03130571,0.27550748
0.9543973,0.6103421
0.94448084,0.70555204
0.94003576,0.62325805
0.9590792,0.6762862
0.9429625,0.7069788
0.017963251,0.25930062
0.9499509,0.60250664
0.022604493,0.18059872
0.030018587,0.2389746
0.930405,0.6948477
0.04574289,0.33262673
0.035178125,0.3247543
0.9614005,0.70021284
0.9661701,0.71768785
0.94761425,0.72487366
0.94217354,0.6136789
0.042268753,0.306457
0.029811108,0.4489157
0.9461568,0.6838975
0.023038559,0.34064424
0.03023979,0.28153542
0.9349362,0.71840507
0.04707657,0.34754977
0.962559,0.6915917
0.03751691,0.32968807
0.020425556,0.24679685
0.90249246,0.6559317
0.02378048,0.3456295
0.9252159,0.74434805
0.9586255,0.77500826
0.032056782,0.3740045
0.03897653,0.26019183
0.9489555,0.6890078
0.9291747,0.6136951
0.044731867,0.33479118
0.04753136,0.31710944
0.012871798,0.17242722
0.03057348,0.2658658
0.029759977,0.34063956
0.91959435,0.61858034
0.9546349,0.84516984
0.024658028,0.3230327
0.030865997,0.29619765
0.03470827,0.35409835
0.91064364,0.6802607
0.951523,0.6823082
0.9340853,0.70534146
0.046621785,0.3911562
0.9551067,0.6767703
0.03769398,0.22200456
0.019367438,0.25252357
0.028445672,0.31673425
0.94520366,0.7200896
0.94181806,0.6851805
0.03796093,0.41220242
0.021114733,0.3644428
0.93494403,0.660087
0.047776245,0.32644185
0.025732024,0.3032814
0.95925844,0.63339746
0.045552634,0.2914702
0.94825906,0.72227025
0.040359996,0.3193883
0.0454789,0.3738118
0.055316277,0.33245617
0.025316259,0.271855
0.96076137,0.70886075
0.9403156,0.71408683
0.9643862,0.7306676
0.9619664,0.72371787
0.044776805,0.30049717
0.04460431,0.27420068
0.0374569,0.35832214
0.043344095,0.34094712
0.02580549,0.28965372
0.04042512,0.31833714
0.029767243,0.32021827
0.955076,0.62481415
0.047821183,0.32573017
0.04790864,0.3213392
0.9498064,0.7017387
0.9436646,0.620336
0.9281478,0.69355744
0.940406,0.6727142
0.04594095,0.33908984
0.04644633,0.30389228
0.034736525,0.3444401
0.0269621,0.3472873
0.017667238,0.25429878
0.021192504,0.24346724
0.026584547,0.2941434
0.93982774,0.669758
0.9398323,0.66815
0.9238946,0.66619194
0.9592837,0.68723047
0.97074836,0.80304253
0.0286658,0.19530223
0.045786485,0.322498
0.047850784,0.29477936
0.95035213,0.81517965
0.039954726,0.27368423
0.04733034,0.34472
0.9666017,0.7158229
0.92971617,0.7436985
0.035849,0.30495194
0.039467916,0.3054067
0.02971719,0.30277604
0.020161565,0.22485091
0.04632604,0.34203106
0.02815208,0.30411094
0.9465494,0.6746718
0.041656274,0.31419078
0.03568377,0.2543162
0.01685804,0.22640319
0.04657281,0.3708604
0.05781572,0.32994333
0.9677064,0.66867626
0.9354201,0.68895805
0.9331378,0.6343367
0.9271553,0.7965833
0.9608351,0.8064232
0.9396321,0.7642206
0.043131504,0.33951437
0.023361754,0.29305056
0.90676665,0.6926552
0.92675436,0.67442
0.037459053,0.25572938
0.9322896,0.6901126
0.036788177,0.30475712
0.9498352,0.6744089
0.041679416,0.30412966
0.96018845,0.6794465
0.9294427,0.6680071
0.9619785,0.8023921
0.9225176,0.65951484
0.048721876,0.32914314
0.9420395,0.64795375
0.020260865,0.22187991
0.9661351,0.69545513
0.01052467,0.34124705
0.034110587,0.31772968
0.9278087,0.7466903
0.03845043,0.31822526
0.9437413,0.74121326
0.04644633,0.2979354
0.0336262,0.29571056
0.9359518,0.6873853
0.05825355,0.31962654
0.9686187,0.75066227
0.052811723,0.3473928
0.935433,0.6477802
0.031153938,0.22184631
0.038213354,0.30453676
0.9097303,0.66250753
0.94486725,0.6920209
0.03373734,0.34439543
0.043948233,0.34180218
0.93836945,0.7012814
0.93842596,0.7255373
0.92845243,0.694313
0.020677976,0.18783477
0.9393689,0.73986304
0.031939454,0.22906959
0.9666346,0.7137048
0.027748693,0.35667756
0.9700608,0.7731089
0.026491167,0.30763876
0.9330759,0.65414333
0.039864305,0.26862878
0.93346775,0.6637361
0.95165354,0.7026436
0.043897104,0.30985978
0.031311635,0.32104012
0.94039905,0.67495644
0.92978424,0.63379264
0.9571438,0.66703635
0.030617613,0.24233824
0.027755957,0.26261577
0.94787824,0.75714105
0.9255655,0.7257147
0.04468639,0.30477455
0.040979475,0.32057133
0.026222063,0.34121555
0.029556803,0.3233509
0.9392895,0.681762
0.953062,0.71203214
0.034711227,0.25523123
0.06015289,0.4225043
0.022218868,0.32635847
0.036855184,0.3469729
0.04690031,0.29557443
0.04217672,0.33179465
0.9311774,0.7038432
0.012559099,0.3001828
0.043753132,0.26599002
0.028043091,0.28210798
0.9365702,0.6449126
0.93315744,0.6371201
0.024138927,0.24333027
0.93562406,0.7785816
0.0358046,0.28893864
0.91152924,0.66818833
0.9467114,0.7452699
0.040786795,0.30115482
0.027218826,0.33542588
0.03459121,0.31237602
0.01665675,0.2637652
0.012611574,0.26774734
0.9136775,0.6819832
0.94836074,0.80251336
0.93542707,0.62920344
0.046753917,0.3271493
0.053589974,0.3499469
0.04038664,0.29745132
0.028558966,0.27797267
0.03835786,0.3406302
0.9513427,0.700397
0.96137947,0.7080483
0.93643004,0.6713427
0.0381415,0.26607808
0.031989776,0.32261157
0.9381235,0.67087007
0.9550534,0.6558543
0.953414,0.6251072
0.9535588,0.7424337
0.025151836,0.2954902
0.9432268,0.5921256
0.94574666,0.63234246
0.9611599,0.67933166
0.015045622,0.302896
0.9311666,0.6439155
0.9316634,0.66609067
0.04009197,0.3069088
0.044957913,0.3444401
0.9536853,0.7554446
0.9491441,0.64793676
0.047579795,0.3072389
0.9379669,0.6679186
0.019570343,0.2484274
0.94344234,0.728393
0.9421256,0.64817667
0.9294613,0.5953782
0.93871015,0.64138174
0.039854888,0.26460025
0.94141144,0.6874279
0.93064696,0.7109937
0.9213432,0.79160315
0.9506433,0.7348803
0.940163,0.6643874
0.023755454,0.34408787
0.9516589,0.72836024
0.9507335,0.7189334
0.03202745,0.2356033
0.9307678,0.671506
0.02415615,0.30862612
0.9399857,0.7071098
0.9479146,0.7349582
0.96384823,0.76650494
0.9401617,0.7184416
0.952572,0.669781
0.9384109,0.6182005
0.9624874,0.8145152
0.016381456,0.3196461
0.034636147,0.30542415
0.95239735,0.6942696
0.92847747,0.6293217
0.9645398,0.7487828
0.036735162,0.33354518
0.027382173,0.29573908
0.95872074,0.62868017
0.019190636,0.2368744
0.026167436,0.24826193
0.93445885,0.62433773
0.05288169,0.35757217
0.9382632,0.6698261
0.9381698,0.66676533
0.03824699,0.3490476
0.96543974,0.7876656
0.020509247,0.28784493
0.92350847,0.7293663
0.96173096,0.72327673
0.013492352,0.27916464
0.95032656,0.67282647
0.9380059,0.6678446
0.9357602,0.7260941
0.96383375,0.69148064
0.93227315,0.6660358
0.97581154,0.69809264
0.9182144,0.7385192
0.94686157,0.71427655
0.94218725,0.66021717
0.9498519,0.78271353
0.91045636,0.78773326
0.04190573,0.39404082
0.93114454,0.65439856
0.95019984,0.77070665
0.9271828,0.6539089
0.015633615,0.22398351
0.04078599,0.33773366
0.94557256,0.7827637
0.0351792,0.27448907
0.033675715,0.39347166
0.96145433,0.67066413
0.020215116,0.24347065
0.9381536,0.69610476
0.935518,0.6797358
0.94272304,0.61074746
0.047389,0.32990545
0.03725534,0.32620788
0.9614301,0.73755145
0.04169233,0.31920242
0.042238344,0.35192966
0.022433344,0.36750355
0.9585784,0.68552506
0.043386344,0.33172575
0.02747582,0.28946614
0.9344758,0.66366166
0.04041005,0.3608235
0.04134384,0.33656383
0.040116996,0.39552888
0.048691735,0.303489
0.03958686,0.42126897
0.95624447,0.6775331
0.9258069,0.58080447
0.93221986,0.776943
0.92218286,0.62747204
0.93431056,0.62427133
0.943744,0.70161027
0.024140272,0.35430425
0.9392298,0.69789225
0.032579385,0.20322445
0.034517474,0.25300428
0.94491893,0.6791836
0.028354984,0.2842601
0.94844955,0.72932845
0.04182231,0.3067952
0.05622854,0.3365315
0.046170767,0.3146566
0.04141731,0.38235384
0.034407947,0.29993477
0.046759296,0.33463633
0.9628254,0.7103531
0.93457323,0.61459816
0.961548,0.7161832
0.94241625,0.7089318
0.93655246,0.67393714
0.9298176,0.6101264
0.958259,0.70685416
0.016556375,0.22139156
0.03935247,0.3633691
0.9550905,0.69171375
0.03326452,0.32532817
0.9310557,0.7040508
0.95095116,0.69417983
0.04506367,0.3126219
0.020923937,0.27580655
0.039456345,0.27156913
0.94191897,0.7490185
0.95461744,0.641942
0.055421498,0.2433894
0.94184303,0.6743256
0.95639247,0.7434364
0.027593957,0.28086412
0.051410764,0.33917746
0.9561287,0.68564415
0.9374217,0.69282234
0.021183085,0.3118009
0.929246,0.66659224
0.9396192,0.67437917
0.96041745,0.6804934
0.95717233,0.69734395
0.031073475,0.30808842
0.9471662,0.66061026
0.93390584,0.6880034
0.014097837,0.24968787
0.9359195,0.6828642
0.06909846,0.20911835
0.03413669,0.35442933
0.041855946,0.30401608
0.95067155,0.71093845
0.03159796,0.2512244
0.9463861,0.6256564
0.028201863,0.33298662
0.046334382,0.33907154
0.9582894,0.6633209
0.93887055,0.681756
0.93699944,0.6961524
0.9478998,0.63965464
0.029327797,0.28132442
0.02411659,0.33443937
0.9374906,0.66928244
0.016537806,0.28174046
0.023082692,0.2462081
0.94425505,0.6396623
0.019699244,0.26252854
0.9180346,0.7261477
0.9372586,0.7054959
0.9640681,0.70887184
0.038820453,0.29344788
0.9372392,0.68912137
0.94515413,0.685822
0.036333926,0.25154176
0.9590283,0.69471157
0.9584193,0.6964004
0.9784458,0.6682989
0.03609523,0.2933079
0.94221306,0.68139654
0.03487538,0.27415133
0.046834916,0.35744712
0.025835091,0.31626672
0.03290123,0.37390965
0.019831643,0.2501226
0.9520254,0.730192
0.9401663,0.63882595
0.028678179,0.33895242
0.94790894,0.6952897
0.040618338,0.3239486
0.017939033,0.25334162
0.9551352,0.749255
0.9178018,0.6914428
0.93559206,0.6569961
0.96288055,0.74592245
0.007568021,0.29905975
0.023142703,0.26064745
0.04168103,0.31561926
0.03780781,0.3226911
0.016016282,0.27752942
0.95093393,0.61688256
0.034616504,0.31112024
0.9375522,0.6300134
0.95829284,0.69859123
0.9530973,0.6425367
0.94539446,0.8029311
0.94782174,0.65001315
0.9446173,0.7477908
0.02770779,0.3003721
0.95504665,0.6271734
0.051843487,0.35154554
0.9425756,0.696491
0.039777655,0.323453
0.93532103,0.62583214
0.025681702,0.2915174
0.942247,0.6086864
0.043777354,0.2762328
0.024796348,0.32452077
0.02898711,0.28914452
0.012437733,0.367062
0.050909963,0.31650835
0.9407467,0.7161096
0.9329325,0.6867017
0.9405901,0.7026725
0.042249646,0.36207035
0.9450793,0.66319245
0.018449793,0.22633895
0.053465378,0.33474395
0.9469687,0.74297357
0.042385813,0.27287087
0.92300653,0.6350816
0.050156202,0.3508934
0.037106793,0.3233722
0.92933345,0.6881196
0.031245971,0.30761877
0.04951681,0.31090415
0.9647713,0.7057745
0.9683375,0.7355023
0.9463446,0.70797044
0.021222105,0.2884822
0.95860904,0.65526384
0.9362785,0.7108483
0.93551373,0.7208056
0.93867517,0.6286117
0.95886254,0.71897507
0.03909386,0.34250155
0.91025746,0.7148993
0.9442112,0.74184585
0.014679102,0.23583217
0.946723,0.74930096
0.027153702,0.2816362
0.04686075,0.28099898
0.9355541,0.6509192
0.9605867,0.7306638
0.93351024,0.71395963
0.9162082,0.63564825
0.92784154,0.6737917
0.93427694,0.6695364
0.024899684,0.310597
0.93611974,0.7726137
0.9430096,0.71952426
0.035151754,0.27372125
0.025588322,0.30509105
0.9535445,0.7084154
0.95992607,0.72025895
0.9466358,0.70514363
0.934067,0.72689945
0.041773062,0.34864473
0.050633594,0.31803554
0.036890164,0.29407406
0.028593142,0.24929522
0.0351827,0.36868405
0.94154865,0.7140451
0.94655454,0.7161751
0.91094774,0.6577707
0.94300884,0.7408283
0.030173052,0.3164067
0.0243456,0.28443152
0.027185187,0.28702858
0.032421958,0.27353746
0.9495927,0.7223787
0.95620245,0.53835934
